,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
1777,2020,1030000,1010,0,0,0,4,13,140
1778,2020,1334000,1010,1,0,0,4,13,135
1779,2020,811999,1010,0,0,0,4,13,142
1780,2020,1331000,1010,1,0,0,4,13,140
1781,2020,852000,1010,0,0,0,4,13,142
1782,2006,45000,120000,1,1,0,1,4,54
1783,2013,430000,70000,1,1,0,2,15,151
1784,2011,140000,60000,1,1,0,1,4,52
1785,2015,830000,70000,1,1,0,0,12,118
1786,2009,409999,110000,1,1,0,1,12,118
1787,2012,190000,80000,1,1,0,2,0,7
1788,2007,200000,80000,0,1,0,1,3,47
1789,2006,120000,110000,0,1,0,1,1,37
1790,2019,850000,50000,1,1,0,0,12,121
1791,2011,95000,115000,1,1,0,3,4,52
1792,2013,213000,80000,0,1,0,0,0,2
1793,2018,660000,25000,1,1,0,0,17,168
1794,2017,415000,48965,0,0,0,0,14,146
1795,2019,1100000,5166,0,0,0,4,13,140
1796,2012,650000,76290,1,0,0,0,12,120
1797,2016,969999,70000,1,1,1,1,12,120
1798,2016,1250000,35000,1,1,0,0,12,120
1799,2017,715000,25000,1,1,1,0,0,7
1800,2017,715000,25000,1,1,1,0,0,7
1801,2016,565000,47000,1,0,0,0,0,7
1802,2013,615000,45766,1,1,0,1,12,131
1803,2007,199000,78771,1,0,0,1,4,63
1804,2010,325000,79357,1,0,0,0,0,7
1805,2012,409999,28000,1,1,0,0,13,136
1806,2012,500000,72000,1,0,1,1,1,23
1807,2011,225000,76736,1,0,0,1,13,136
1808,2007,135000,70000,0,1,0,1,0,3
1809,2012,750000,80000,1,1,1,1,15,158
1810,2009,155000,60000,3,1,0,1,0,2
1811,2012,335000,77000,1,0,0,2,17,169
1812,2005,114999,92645,1,0,0,3,13,141
1813,2007,699000,101849,1,0,0,1,8,90
1814,2004,110000,120000,1,1,0,3,12,121
1815,2012,300000,80000,0,1,0,0,1,31
1816,2014,700000,70000,1,1,0,1,12,118
1817,2017,700000,120000,1,1,0,0,0,11
1818,2013,210000,42000,0,1,0,2,0,3
1819,2012,600000,120000,1,1,0,2,0,11
1820,2012,180000,155836,1,1,0,1,4,61
1821,2011,220000,59000,0,1,0,1,0,2
1822,2009,70000,60000,0,1,0,0,5,77
1823,2018,950000,70000,1,1,0,1,1,25
1824,2014,800000,20000,1,1,0,0,13,137
1825,2012,700000,120000,1,1,0,2,12,120
1826,2016,265000,40000,0,1,0,0,15,152
1827,2011,175000,90000,1,1,0,2,17,169
1828,2012,260000,89000,1,1,0,1,12,123
1829,2013,950000,80000,1,1,0,2,6,82
1830,2009,250000,200000,1,1,0,3,0,7
1831,2015,630000,50000,1,1,0,0,12,118
1832,2012,35000,35000,0,1,0,2,4,55
1833,2013,450000,1000,1,0,0,1,15,151
1834,2018,3800000,10000,1,0,1,0,8,94
1835,2013,1580000,86000,1,0,1,0,9,102
1836,2019,4950000,30000,1,0,1,0,18,117
1837,2016,535000,52600,1,1,0,0,1,25
1838,2012,225000,110000,0,1,0,1,0,10
1839,2017,550000,19890,0,0,1,0,1,30
1840,2016,670000,7104,0,2,0,0,0,7
1841,2015,625000,11918,0,2,0,0,0,11
1842,2017,520000,10510,0,0,1,0,1,30
1843,2016,239000,41000,0,0,0,0,5,75
1844,2017,2600000,47162,1,2,1,0,6,84
1845,2015,750000,45974,1,2,0,0,0,15
1846,2012,229999,49824,0,0,0,0,1,27
1847,2013,1300000,58500,1,0,1,0,9,99
1848,2005,80000,56580,0,0,0,0,1,29
1849,2012,385000,52000,1,0,0,0,10,110
1850,2015,760000,55340,0,2,0,0,1,23
1851,2017,600000,46507,1,2,0,0,0,7
1852,2014,330000,200000,1,1,0,2,5,73
1853,2009,150000,120000,0,1,0,0,0,3
1854,2008,105000,90000,1,1,0,0,4,52
1855,2013,185000,65000,1,1,0,0,4,54
1856,2014,260000,50000,1,1,0,0,16,163
1857,2012,450000,33000,1,1,0,0,0,7
1858,2016,500000,38000,0,1,0,0,0,7
1859,2012,260000,40000,0,1,0,0,0,3
1860,2012,265000,55000,1,1,0,1,17,169
1861,2017,800000,26000,1,1,0,1,12,131
1862,2016,869999,80000,1,1,0,0,4,62
1863,2018,690000,40000,0,1,0,0,0,13
1864,2011,825000,120000,1,1,0,0,20,176
1865,2006,160000,63230,0,1,0,1,0,3
1866,2006,300000,120000,1,1,0,1,12,118
1867,2005,100000,100000,0,1,0,2,0,2
1868,2015,530000,77000,1,1,0,1,1,31
1869,2016,360000,30000,0,1,0,0,0,7
1870,2015,220000,40000,0,1,0,0,0,7
1871,2017,178000,35000,0,1,0,0,0,3
1872,2018,515000,5000,1,1,0,0,12,131
1873,2014,300000,35000,0,1,0,0,0,17
1874,2008,105000,90000,1,1,0,0,4,52
1875,2013,185000,65000,1,1,0,0,4,54
1876,2012,150000,80000,1,1,0,1,4,54
1877,2014,260000,50000,1,1,0,0,16,163
1878,2012,450000,33000,1,1,0,0,0,7
1879,2016,500000,38000,0,1,0,0,0,7
1880,2012,260000,40000,0,1,0,0,0,3
1881,2012,265000,55000,1,1,0,1,17,169
1882,2017,750000,15000,0,1,0,0,4,57
1883,2017,800000,26000,1,1,0,1,12,131
1884,2016,869999,80000,1,1,0,0,4,62
1885,2012,950000,80000,1,1,0,0,6,82
1886,2018,690000,40000,0,1,0,0,0,13
1887,2011,825000,120000,1,1,0,0,20,176
1888,2013,170000,70000,0,1,0,0,0,1
1889,2006,160000,63230,0,1,0,1,0,3
1890,2006,300000,120000,1,1,0,1,12,118
1891,2015,315000,45000,0,1,0,1,2,40
1892,2006,90000,40000,0,1,0,1,0,1
1893,2005,100000,100000,0,1,0,2,0,2
1894,2008,65000,110000,0,1,0,2,4,54
1895,2012,312000,90000,1,1,0,1,1,23
1896,2018,700000,25000,1,1,0,0,0,6
1897,2005,150000,47000,0,1,0,0,1,29
1898,2013,450000,60000,1,1,0,0,15,157
1899,2010,229999,120000,1,1,0,1,1,23
1900,2008,111000,120000,1,1,0,0,0,7
1901,2012,250000,140000,1,1,0,1,0,7
1902,2019,750000,1001,1,0,0,0,13,142
1903,2017,774000,1758,0,0,1,0,13,136
1904,2018,711000,1452,0,0,1,0,13,136
1905,2017,600000,35122,1,0,0,0,13,136
1906,2015,455000,92621,1,0,0,0,0,7
1907,2015,225000,92198,0,0,0,1,2,40
1908,2019,650000,5000,1,1,0,0,0,7
1909,2013,200000,50000,0,1,0,0,5,75
1910,2016,875000,74000,1,1,1,0,1,25
1911,2017,750000,40000,1,1,1,0,10,107
1912,2019,725000,22000,1,1,1,0,0,7
1913,2007,100000,100000,0,1,0,1,0,3
1914,2019,1100000,40000,1,1,0,0,4,64
1915,2017,2700000,30000,1,1,1,0,13,139
1916,2016,280000,23000,0,1,0,0,15,152
1917,2009,150000,30000,1,1,0,0,4,54
1918,2010,200000,50000,0,1,0,0,4,61
1919,2010,148000,100000,1,1,0,1,0,17
1920,2011,254999,70000,0,1,0,1,0,7
1921,2013,360000,60000,0,1,0,1,0,7
1922,2006,95000,90000,0,1,0,1,0,3
1923,2007,185000,230000,1,1,0,1,12,121
1924,2012,185000,40000,1,1,0,0,4,54
1925,2019,300000,15000,0,1,0,0,15,152
1926,2018,800000,40000,0,1,0,0,1,23
1927,2000,60000,50000,0,1,0,0,0,12
1928,2010,80000,50000,0,1,0,1,16,162
1929,2018,500000,8000,0,1,0,0,1,24
1930,2013,250000,35000,0,1,0,0,1,32
1931,2010,250000,80000,1,1,0,0,4,63
1932,2005,125000,50000,0,1,0,1,0,2
1933,2002,100000,80000,0,1,0,3,0,3
1934,2010,480000,90000,1,1,0,0,12,118
1935,2018,320000,30000,0,1,0,1,12,128
1936,2010,130000,70000,0,1,0,1,0,16
1937,2006,57000,80000,1,1,0,1,4,54
1938,2005,75000,60000,0,1,0,0,1,29
1939,2003,60000,35000,0,1,0,0,0,1
1940,2008,125000,70000,0,1,0,0,0,3
1941,2004,105000,100000,0,1,0,2,3,42
1942,2008,125000,152000,3,1,0,1,0,2
1943,1998,69000,70000,0,1,0,1,0,12
1944,2012,130000,90000,1,1,0,1,4,52
1945,2019,630000,40000,0,1,0,0,0,13
1946,2016,330000,50000,0,1,0,1,3,41
1947,2014,340000,15000,0,1,0,1,0,2
1948,2006,60000,120000,0,1,0,2,1,29
1949,2014,550000,78322,1,1,0,0,4,62
1950,2014,480000,110000,1,1,0,1,0,11
1951,2013,315000,80000,1,1,0,1,1,23
1952,2012,165000,120000,1,1,0,0,13,137
1953,2016,170000,125000,0,1,0,0,5,75
1954,2018,550000,8000,0,1,0,0,0,13
1955,2018,465000,13000,0,1,0,0,17,168
1956,2012,120000,80000,1,1,0,2,4,54
1957,2008,220000,54309,0,1,0,0,1,23
1958,2011,180000,70000,1,1,0,1,13,136
1959,2006,150000,34600,0,1,0,2,5,80
1960,2016,520000,25000,0,1,0,0,4,58
1961,2013,430000,80000,1,1,0,2,4,62
1962,2009,300000,55000,1,1,0,1,12,121
1963,2020,1000000,5000,1,1,0,0,1,26
1964,2017,725000,30000,1,1,0,0,3,49
1965,2011,500000,31000,1,1,0,0,1,23
1966,2011,250000,50000,0,1,0,0,0,2
1967,2018,700000,38217,1,1,0,0,0,7
1968,2011,185000,50000,0,1,0,2,13,136
1969,2011,200000,120000,1,1,0,0,0,17
1970,2004,315000,110000,1,1,0,2,12,121
1971,2019,1100000,40000,1,1,0,0,4,64
1972,2001,52000,50000,0,1,0,2,1,29
1973,2017,600000,10000,0,1,0,0,1,31
1974,2019,1700000,10000,1,1,0,0,4,68
1975,2015,451000,100000,1,1,0,0,14,145
1976,2016,370000,60000,0,1,0,0,12,128
1977,2017,2700000,30000,1,1,1,0,13,139
1978,2016,280000,23000,0,1,0,0,15,152
1979,2017,350000,30000,0,1,0,0,0,2
1980,2011,250000,50000,0,1,0,0,1,27
1981,2014,204999,25000,0,1,0,1,0,3
1982,2019,500000,15000,0,1,0,0,0,20
1983,2009,150000,30000,1,1,0,0,4,54
1984,2010,175000,45000,0,1,0,1,5,77
1985,2009,170000,44800,0,1,0,1,5,77
1986,2010,200000,50000,0,1,0,0,4,61
1987,2018,800000,52000,1,1,0,0,1,25
1988,2017,1200000,50000,1,1,1,0,4,64
1989,2008,400000,35000,0,1,0,1,6,81
1990,2010,148000,100000,1,1,0,1,0,17
1991,2014,200000,100000,1,1,0,0,4,61
1992,2016,284000,40000,1,1,0,1,0,7
1993,2007,80000,60000,0,1,0,2,0,2
1994,2014,170000,77000,0,1,0,0,5,75
1995,2011,150000,60000,0,1,0,0,1,37
1996,2010,110000,77073,0,1,0,1,4,61
1997,2016,400000,70000,1,1,0,0,13,136
1998,2013,275000,90000,3,1,0,1,1,27
1999,2013,800000,186000,1,1,0,2,6,82
2000,2014,550000,90000,1,1,0,0,12,118
2001,2007,125000,100000,0,1,0,1,0,3
2002,2010,135000,80000,0,1,0,1,5,75
2003,2012,349000,150000,1,1,0,0,12,118
2004,2014,458000,80000,1,1,0,0,0,7
2005,2018,300000,35000,0,1,0,0,0,3
2006,2008,95000,70000,0,1,0,0,0,3
2007,2018,850000,50000,1,1,0,0,0,15
2008,2019,750000,25000,1,1,0,0,13,142
2009,2013,190000,120000,1,1,0,0,13,136
2010,2009,150000,70000,0,1,0,0,0,2
2011,2009,114999,106000,0,1,0,2,1,37
2012,2010,320000,120000,0,1,0,2,6,82
2013,2019,300000,120000,2,1,0,0,0,3
2014,2016,275000,160000,0,1,0,0,0,17
2015,2010,140000,120000,0,1,0,1,5,80
2016,2020,830000,10000,0,1,0,0,4,69
2017,2013,380000,50000,0,1,0,0,17,169
2018,2010,150000,90000,0,1,0,1,1,27
2019,2008,50000,70000,0,1,0,0,5,77
2020,2008,155000,100000,1,1,0,0,12,121
2021,2008,155000,100000,1,1,0,0,12,121
2022,2010,300000,80000,0,1,0,0,10,106
2023,2018,300000,16584,0,0,0,0,0,3
2024,2016,385000,38000,1,0,0,0,4,60
2025,2010,221000,51000,0,0,0,0,0,2
2026,2016,381000,38000,1,0,0,0,4,60
2027,2015,250999,35000,0,0,0,0,0,3
2028,2002,60000,120000,0,1,0,2,1,29
2029,2016,380000,38000,1,0,0,0,4,60
2030,2008,180000,144000,1,1,0,2,10,110
2031,2017,751000,64000,1,0,0,0,0,5
2032,2015,1250000,60000,1,0,1,0,12,120
2033,2014,229999,65000,0,0,0,0,1,32
2034,2019,1250000,24000,1,1,0,0,4,62
2035,2014,782000,58000,1,0,0,1,12,118
2036,2014,780000,58000,1,0,0,1,12,118
2037,2016,245000,68000,0,0,0,0,0,3
2038,2011,321000,81257,1,0,0,0,1,31
2039,2017,509999,44000,1,0,0,0,1,30
2040,2015,110000,45000,0,0,0,0,4,55
2041,2013,400000,75000,1,0,0,0,17,169
2042,2013,370000,90000,0,1,0,0,0,7
2043,2007,175000,80000,1,1,0,1,1,23
2044,1998,1000000,35000,0,1,1,1,8,91
2045,2013,92800,25000,0,1,0,1,0,3
2046,2014,291000,90000,1,1,0,0,4,66
2047,2013,92800,25000,0,1,0,1,0,3
2048,2013,335000,110000,1,1,0,2,1,23
2049,2013,170000,35000,0,1,0,0,0,9
2050,2019,295000,10000,0,1,0,0,0,3
2051,2019,375000,10000,0,1,0,0,15,152
2052,2012,215000,70000,0,1,0,1,1,32
2053,2009,150000,110000,1,1,0,1,13,137
2054,2003,60000,5000,0,1,0,1,0,3
2055,2006,52000,120000,0,1,0,2,0,3
2056,2009,80000,90000,3,1,0,1,0,9
2057,2012,140000,70000,0,1,0,1,0,3
2058,2008,120000,90000,0,1,0,1,1,23
2059,2006,110000,120000,1,1,0,2,13,137
2060,2012,280000,110000,1,1,0,3,4,63
2061,2016,450000,50000,1,1,0,1,6,83
2062,2018,1150000,58000,1,1,0,0,12,120
2063,2018,650000,15000,1,1,0,0,0,13
2064,2015,300000,60000,0,1,0,1,4,58
2065,2015,73000,57000,0,1,0,0,4,55
2066,2015,400000,87000,1,1,0,2,0,7
2067,2017,300000,70000,0,1,0,0,15,152
2068,2012,300000,30000,0,1,1,1,0,2
2069,2012,450000,80000,1,1,0,0,0,7
2070,2009,200000,100000,0,1,0,1,1,29
2071,2019,580000,40000,0,1,0,0,0,7
2072,2017,550000,3917,0,1,0,0,1,30
2073,2007,190000,160000,1,1,0,1,12,118
2074,2017,450000,35000,1,1,0,0,4,60
2075,2014,220000,70000,0,1,0,0,5,77
2076,2012,310000,69069,0,0,0,0,0,10
2077,2019,650000,13500,0,1,0,0,1,34
2078,2014,300000,59059,0,0,0,0,0,2
2079,2013,200000,70000,0,1,0,0,1,37
2080,2012,285000,39039,0,0,0,0,3,44
2081,2014,335000,33033,0,0,0,0,3,44
2082,2011,370000,55168,0,1,0,1,1,23
2083,2013,375000,41041,0,0,0,0,1,31
2084,2009,235000,67067,0,0,0,0,1,27
2085,2013,345000,66066,0,0,1,0,1,27
2086,2013,365000,82082,1,0,0,0,12,123
2087,2014,400000,48000,0,1,0,0,1,30
2088,2015,250000,30000,0,1,0,0,1,32
2089,2012,465000,70070,1,0,1,0,1,23
2090,2017,300000,10000,0,1,0,0,15,152
2091,2018,655000,25000,0,1,0,0,0,7
2092,2016,350000,30000,2,1,0,1,0,2
2093,2015,500000,50000,0,0,1,0,1,27
2094,2015,465000,63063,0,0,1,0,1,30
2095,2008,263000,70000,1,1,0,0,0,7
2096,2012,250000,90000,0,1,0,0,0,9
2097,1999,60000,90000,0,1,0,3,1,37
2098,2005,70000,90000,0,1,0,2,1,33
2099,2016,250000,30000,0,1,0,0,5,72
2100,2016,229999,80000,0,1,0,0,1,32
2101,2011,195000,120000,1,1,0,0,5,78
2102,2016,270000,22000,0,1,0,0,2,39
2103,2017,650000,140000,1,1,0,0,3,49
2104,2014,370000,80000,1,1,0,1,1,31
2105,2016,509999,40000,1,1,0,0,0,7
2106,2011,280000,33000,0,1,0,0,0,12
2107,2010,180000,40000,0,1,0,0,0,16
2108,2018,300000,10500,0,1,0,0,15,152
2109,2013,400000,107000,1,1,0,0,12,121
2110,2010,210000,60000,0,1,0,1,1,27
2111,2006,90000,120000,0,1,0,1,1,29
2112,2010,222000,70000,0,1,0,0,0,2
2113,2015,240000,50000,0,1,0,1,0,3
2114,2013,450000,70000,1,1,0,1,6,83
2115,2017,650000,6000,0,1,0,0,13,140
2116,2010,200000,78000,1,0,0,1,1,23
2117,2011,210000,72000,1,0,0,2,1,23
2118,2011,75000,9528,0,0,0,0,4,55
2119,2011,450000,135200,1,0,0,0,6,82
2120,2011,220000,58000,0,0,0,1,1,31
2121,2013,325000,78000,1,0,0,1,1,31
2122,2018,450000,45000,0,1,0,0,4,58
2123,2017,825000,35000,1,1,0,0,13,135
2124,2007,125000,76000,0,0,0,2,1,37
2125,2015,434999,100000,1,1,0,2,12,122
2126,2011,484999,99000,1,1,0,1,12,118
2127,2009,175000,80000,1,1,0,2,0,17
2128,2006,220000,120000,0,1,0,2,3,43
2129,2020,1250000,1100,0,0,0,0,3,48
2130,2017,215000,34000,0,0,0,0,0,9
2131,2014,625000,68000,1,0,0,0,12,120
2132,2018,615000,15000,1,1,0,0,13,135
2133,2012,130000,58000,1,0,0,0,5,75
2134,2013,175000,50300,1,1,0,0,4,52
2135,2011,150000,70000,1,1,0,1,4,52
2136,2011,195000,60000,1,1,0,2,4,54
2137,2020,550000,90000,1,1,0,0,0,11
2138,2018,1500000,40000,1,1,0,0,25,182
2139,2010,400000,80000,0,1,0,1,10,106
2140,2019,1350000,15000,1,1,0,0,14,149
2141,2015,217000,45000,0,1,0,0,0,7
2142,2011,290000,130000,1,1,0,1,0,7
2143,2018,700000,80000,1,1,0,0,12,121
2144,2014,175000,40000,0,1,0,0,0,3
2145,2017,575000,80000,1,1,0,0,17,168
2146,2016,380000,100000,1,1,0,1,0,17
2147,2013,350000,151624,1,1,0,1,12,122
2148,2012,450000,160000,1,1,0,0,15,151
2149,2005,130000,110000,2,1,0,1,1,29
2150,2015,320000,74820,1,1,0,0,0,7
2151,2014,550000,82000,1,1,0,0,12,120
2152,2015,370000,50000,0,1,0,1,0,2
2153,2010,114999,70000,0,1,0,1,5,75
2154,2020,1100000,1000,0,1,0,0,13,140
2155,2006,170000,170000,1,1,0,0,1,36
2156,2008,80000,150000,1,1,0,2,4,52
2157,2019,950000,17000,1,1,0,0,13,135
2158,2014,425000,150000,1,1,0,0,0,7
2159,2015,500000,80000,1,1,0,0,1,31
2160,2005,70000,170000,0,1,0,2,1,29
2161,2013,349000,120000,1,1,0,0,3,41
2162,2012,330000,90000,0,1,0,2,1,31
2163,2010,120000,90000,0,1,0,2,1,29
2164,2013,430000,100000,1,1,0,1,1,23
2165,2014,390000,90000,1,1,0,0,0,7
2166,2012,225000,129000,1,1,0,0,14,146
2167,2010,350000,186000,1,1,1,1,12,118
2168,2009,100000,66778,1,1,0,0,4,59
2169,2014,190000,50000,0,1,0,0,1,32
2170,2014,315000,110000,1,1,0,1,1,31
2171,2015,300000,60000,1,1,0,1,1,30
2172,2016,280000,40000,0,1,0,0,15,152
2173,2017,1650000,55000,1,0,0,0,1,36
2174,2015,295000,21000,0,0,0,1,1,32
2175,2012,2050000,66363,0,0,1,1,7,88
2176,2018,1475000,11700,0,0,1,0,1,25
2177,2017,1100000,10000,0,1,1,0,1,23
2178,2014,4400000,100000,1,1,1,1,8,93
2179,2016,670000,7104,0,2,0,0,0,7
2180,2015,750000,45974,1,2,0,0,0,15
2181,2015,760000,55340,0,2,0,0,1,23
2182,2017,850000,20000,0,0,1,1,17,169
2183,2015,390000,61585,1,2,0,0,15,154
2184,2016,450000,39415,0,2,1,1,0,4
2185,2014,425000,29654,0,2,0,0,3,44
2186,2016,770000,64672,1,2,0,0,0,13
2187,2015,1150000,54634,1,2,1,1,1,25
2188,2015,775000,66521,0,2,0,0,3,42
2189,2019,720000,3000,0,1,1,0,1,34
2190,2018,1725000,23974,1,0,1,1,6,82
2191,2018,539000,10000,0,1,0,0,4,60
2192,2017,420000,50000,0,1,0,0,0,4
2193,2001,85000,70000,0,1,0,2,0,9
2194,2004,142000,73000,0,1,0,3,26,183
2195,2014,180000,76000,0,1,0,1,1,32
2196,2014,400000,120000,1,1,0,1,5,74
2197,2009,360000,170000,1,1,1,2,12,118
2198,2003,85000,110000,0,1,0,1,1,29
2199,2016,350000,63400,0,1,0,0,3,44
2200,2015,380000,25000,0,1,0,0,2,40
2201,2009,140000,80000,0,1,0,2,1,27
2202,2012,200000,90000,0,1,0,0,0,2
2203,2011,150000,157000,0,1,0,0,1,29
2204,2012,150000,80000,1,1,0,1,4,54
2205,2006,90000,40000,0,1,0,1,0,1
2206,2007,300000,100000,1,1,0,1,12,121
2207,2017,280000,50000,0,1,0,0,15,152
2208,2011,200000,40000,0,1,0,0,0,3
2209,2009,110000,38500,0,1,0,1,5,80
2210,2008,140000,103921,0,1,0,1,1,27
2211,2020,1050000,10000,1,1,0,0,1,25
2212,2018,1150000,14825,0,0,0,0,3,42
2213,2016,910000,43377,1,0,0,0,3,48
2214,2010,160000,102307,1,0,0,0,13,136
2215,2004,105000,79000,0,1,0,1,0,12
2216,2014,1200000,135000,1,1,1,2,10,111
2217,2018,300000,10500,0,1,0,0,15,152
2218,2004,70000,90000,0,1,0,3,0,2
2219,2012,160000,110000,1,1,0,0,5,75
2220,2012,160000,50000,1,1,0,0,5,75
2221,2013,225000,80000,1,1,0,0,5,72
2222,2018,790000,19571,1,0,0,0,3,46
2223,2002,145000,100000,0,1,0,0,3,42
2224,2018,1200000,29600,0,0,0,0,3,42
2225,2018,930000,20000,1,1,0,0,13,135
2226,2016,210000,30000,0,1,0,0,1,32
2227,2008,110000,154000,1,1,0,2,1,33
2228,2011,175000,70000,0,1,0,0,0,7
2229,2018,950000,15000,1,1,1,0,0,6
2230,2017,650000,40000,1,1,0,0,15,155
2231,2019,550000,51000,0,1,0,0,0,7
2232,2008,85000,120000,0,1,0,1,0,3
2233,2019,340000,50000,0,1,0,0,0,4
2234,2017,825000,13500,1,1,0,0,15,156
2235,2016,509999,35000,0,1,0,0,6,83
2236,2013,450000,1000,1,0,0,1,15,151
2237,2018,3800000,10000,1,0,1,0,8,94
2238,2013,1580000,86000,1,0,1,0,9,102
2239,2019,4950000,30000,1,0,1,0,18,117
2240,2016,535000,52600,1,1,0,0,1,25
2241,2012,225000,110000,0,1,0,1,0,10
2242,2017,550000,19890,0,0,1,0,1,30
2243,2016,670000,7104,0,2,0,0,0,7
2244,2015,625000,11918,0,2,0,0,0,11
2245,2017,520000,10510,0,0,1,0,1,30
2246,2016,239000,41000,0,0,0,0,5,75
2247,2017,2600000,47162,1,2,1,0,6,84
2248,2015,750000,45974,1,2,0,0,0,15
2249,2012,229999,49824,0,0,0,0,1,27
2250,2013,1300000,58500,1,0,1,0,9,99
2251,2005,80000,56580,0,0,0,0,1,29
2252,2012,385000,52000,1,0,0,0,10,110
2253,2015,760000,55340,0,2,0,0,1,23
2254,2017,600000,46507,1,2,0,0,0,7
2255,2013,450000,1000,1,0,0,1,15,151
2256,2018,3800000,10000,1,0,1,0,8,94
2257,2013,1580000,86000,1,0,1,0,9,102
2258,2019,4950000,30000,1,0,1,0,18,117
2259,2016,535000,52600,1,1,0,0,1,25
2260,2012,225000,110000,0,1,0,1,0,10
2261,2017,550000,19890,0,0,1,0,1,30
2262,2016,670000,7104,0,2,0,0,0,7
2263,2015,625000,11918,0,2,0,0,0,11
2264,2017,520000,10510,0,0,1,0,1,30
2265,2016,239000,41000,0,0,0,0,5,75
2266,2017,2600000,47162,1,2,1,0,6,84
2267,2015,750000,45974,1,2,0,0,0,15
2268,2012,229999,49824,0,0,0,0,1,27
2269,2013,1300000,58500,1,0,1,0,9,99
2270,2005,80000,56580,0,0,0,0,1,29
2271,2012,385000,52000,1,0,0,0,10,110
2272,2015,760000,55340,0,2,0,0,1,23
2273,2017,600000,46507,1,2,0,0,0,7
2274,2017,650000,70000,1,1,0,0,0,13
2275,2011,140000,60000,0,1,0,1,5,77
2276,2011,150000,70000,0,1,0,0,0,3
2277,2018,450000,10000,0,1,0,1,2,40
2278,2006,170000,245244,1,1,0,3,1,37
2279,2017,400000,60000,0,1,0,0,15,152
2280,2016,300000,30000,0,1,0,0,4,60
2281,2012,250000,8000,0,1,0,0,0,3
2282,2019,500000,10000,0,1,0,0,4,53
2283,2002,85000,100000,1,1,0,2,1,37
2284,2012,300000,110000,1,1,0,0,14,147
2285,2005,80000,56580,0,0,0,0,1,29
2286,2015,740000,45000,1,0,1,0,12,120
2287,2005,70000,68500,0,0,0,0,1,29
2288,2019,484999,5007,0,0,1,0,1,29
2289,2013,164000,30000,0,1,0,0,14,146
2290,2008,140000,70000,0,1,1,0,3,42
2291,2011,999000,49600,1,0,1,0,8,91
2292,2005,56000,23000,0,1,0,1,0,3
2293,2006,1050000,30000,1,0,1,0,18,115
2294,2010,190000,38000,0,0,0,0,1,23
2295,2018,3899000,22000,1,0,1,0,9,98
2296,2011,235000,43100,0,0,0,0,1,27
2297,2017,350000,10171,0,0,0,0,2,40
2298,2015,465000,41123,1,0,0,0,15,151
2299,2017,1900000,20118,0,0,1,0,6,85
2300,2014,450000,40000,1,0,0,0,3,42
2301,2015,790000,52517,1,0,0,0,17,166
2302,2019,900000,20000,1,1,0,0,12,126
2303,2014,450000,99117,1,0,0,0,13,140
2304,2009,135000,90000,0,1,0,0,5,77
2305,2019,425000,3700,0,1,0,0,0,4
2306,2010,100000,80000,1,1,0,0,4,54
2307,2015,650000,100000,1,1,0,1,13,135
2308,2011,90000,54000,1,1,0,0,4,54
2309,2017,250000,19000,0,1,0,0,1,32
2310,2014,300000,120000,1,1,0,0,0,7
2311,2014,275000,30000,0,1,0,0,0,2
2312,2017,600000,43500,0,1,0,0,3,51
2313,2016,270000,60000,0,1,0,1,15,152
2314,2016,240000,70000,0,1,0,1,15,152
2315,2014,1200000,135000,1,1,1,2,10,111
2316,2012,160000,50000,1,1,0,0,5,75
2317,2018,790000,19571,1,0,0,0,3,46
2318,2018,1200000,29600,0,0,0,0,3,42
2319,2011,175000,70000,0,1,0,0,0,7
2320,2018,950000,15000,1,1,1,0,0,6
2321,2019,340000,50000,0,1,0,0,0,4
2322,2017,825000,13500,1,1,0,0,15,156
2323,2018,3100000,22000,0,1,1,0,9,102
2324,2018,780000,25000,1,0,0,0,3,41
2325,2010,350000,80000,0,1,1,2,6,81
2326,2018,690000,39000,0,0,0,0,3,41
2327,2016,245000,60000,0,1,0,0,0,3
2328,2018,790000,49000,1,0,0,0,3,41
2329,2018,680000,48600,0,0,0,0,3,41
2330,2017,540000,20000,0,1,0,1,1,30
2331,2016,425000,25000,0,1,0,0,12,128
2332,2008,140000,120000,0,1,0,0,0,12
2333,2019,1100000,30000,1,1,0,0,0,11
2334,2015,715000,35000,1,1,0,0,15,155
2335,2013,370000,90000,0,1,0,0,0,7
2336,2007,175000,80000,1,1,0,1,1,23
2337,1998,1000000,35000,0,1,1,1,8,91
2338,2013,92800,25000,0,1,0,1,0,3
2339,2014,291000,90000,1,1,0,0,4,66
2340,2013,92800,25000,0,1,0,1,0,3
2341,2016,350000,20000,0,1,0,0,15,152
2342,1998,65000,60000,0,0,0,2,0,9
2343,2015,650000,58000,1,1,0,0,0,7
2344,2014,350000,40000,0,0,0,0,0,2
2345,2005,75000,70000,0,1,0,1,0,2
2346,2012,440000,70000,1,0,0,0,1,31
2347,2013,270000,60000,0,1,0,0,1,29
2348,2014,1150000,135000,1,0,0,0,6,82
2349,2015,238000,70000,0,0,0,0,0,9
2350,2013,1100000,40000,0,1,1,1,8,96
2351,2015,1200000,75000,1,0,0,1,12,120
2352,2010,260000,150000,1,1,0,0,10,108
2353,2012,350000,140000,1,1,0,2,6,83
2354,2015,480000,70000,1,1,0,0,6,83
2355,2012,345000,137250,1,1,0,1,6,83
